,conglomerado,cidade,data_base,indice_basileia
61653,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS INTEGRANTES DAS CARREIRAS DE AUDITORIA FISCAL DA RECEITA FEDERAL DO BRASIL, SERVIDORES E FUNCIONÁRIOS DO MIN. DA FAZENDA EM MINAS GERAIS LTDA. - CREDIFISCO",BELO HORIZONTE,2007-03-01,93.04
61654,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE QUILOMBO -  CRESOL QUILOMBO,QUILOMBO,2007-03-01,20.52
61655,MULTICRED - CORRETORA DE VALORES E CAMBIO S.A.,BRASILIA,2007-03-01,66.17
61656,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE SALTO DO LONTRA - CRESOL SALTO DO LONTRA,SALTO DO LONTRA,2007-03-01,27.43
61657,COOPERATIVA DE CRÉDITO RURAL DE BURITÍS - SICOOB BURITÍS,BURITIS,2007-03-01,45.38
61658,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DO PODER JUDICIARIO FEDERAL E MINISTÉRIO PÚBLICO DA UNIÃO NO ESTADO DE MATO GROSSO - COOPERJUS,CUIABA,2007-03-01,57.41
61659,COOPERATIVA DE CRÉDITO MÚTUO DOS INTEGRANTES DA JUSTIÇA DO TRABALHO DA 13ª REGIÃO LTDA.,JOAO PESSOA,2007-03-01,61.78
61660,ELETROCRED - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS  EMPREGADOS DA ELETRONORTE LTDA,BELEM,2007-03-01,83.7
61661,COOPERATIVA DE CRÉDITO RURAL DE NOVA BRASILÂNDIA D'OESTE LTDA.,NOVA BRASILANDIA,2007-03-01,58.47
61662,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FACULDADE DE ENGENHARIA DE ILHA SOLTEIRA - COOPERFEIS,ILHA SOLTEIRA,2007-03-01,101.79
61663,COOPERATIVA DE CRÉDITO RURAL DO VALE RIO CRIXÁS LTDA,CRIXAS,2007-03-01,44.32
61664,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DA NOVA AMERICA LTDA.,DUQUE DE CAXIAS,2007-03-01,13.91
61665,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA COMPANHIA BRASILEIRA DE METALURGIA E MINERAÇÃO LTDA.,ARAXA,2007-03-01,105.19
61666,COOPERATIVA DE ECONOMIA E CREDITO MUTUO JOHN F. KENNEDY LTDA,RIO DE JANEIRO,2007-03-01,76.63
61667,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO AVIBRAS,JACAREI,2007-03-01,130.23
61668,COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA USINA SANTA CRUZ - COPACRED,AMERICO BRASILIENSE,2007-03-01,99.08
61669,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE RENASCENÇA - CRESOL RENASCENÇA,RENASCENCA,2007-03-01,33.95
61670,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA DE SAÚDE DE PIRACICABA E REGIÃO,PIRACICABA,2007-03-01,33.62
61671,COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DE ASSIS CHATEAUBRIAND - SICOOB MÉDIO OESTE,ASSIS CHATEAUBRIAND,2007-03-01,20.22
61672,COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE RIO FORTUNA,RIO FORTUNA,2007-03-01,12.27
61673,COOPERATIVA DE CRÉDITO RURAL DE MAIRI LTDA - SICOOB - COOPEMAR,MAIRI,2007-03-01,44.43
61674,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DAS EMPRESAS VINCULADAS A EXPLORAÇAO DE ENERGIA ELETRICA DO ESTADO DE MATO GROSSO - COOPERCEM,CUIABA,2007-03-01,-7.1
61675,COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE CAPANEMA - CRESOL CAPANEMA,CAPANEMA,2007-03-01,20.01
61676,COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DE CORONEL VIVIDA - SICOOB CORONEL VIVIDA,CORONEL VIVIDA,2007-03-01,25.15
61677,COOPERATIVA DE CRÉDITO DOS EMPREGADOS DO GRUPO COPERSUCAR E CTC - UNICOPER,SAO PAULO,2007-03-01,105.1
61678,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO DEPARTAMENTO DE POLÍCIA FEDERAL E DEMAIS SERVIDORES PÚBLICOS DA UNIÃO,NO ESTADO DO ESPÍRITO SANTO - FEDERALCRED/ES.",VITORIA,2007-03-01,56.22
61679,COOPERATIVA DE CREDITO RURAL DE RIO RUFINO - SICOOB/SC CREDIUNIÃO,RIO RUFINO,2007-03-01,22.56
61680,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS REPRESENTANTES COMERCIAIS AUTÔNOMOS DE ROUPAS, TECIDOS E ARTIGOS DE VESTUÁRIOS DO RIO DE JANEIRO LTDA. - CCVA",RIO DE JANEIRO,2007-03-01,-66.96
61681,COOPERATIVA DE CRÉDITO MÚTUO DOS DENTISTAS E DEMAIS PROFISSIONAIS DA SAÚDE DE SÃO CARLOS - SICREDI SÃO CARLOS SP,SAO CARLOS,2007-03-01,29.32
61682,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA MARCHESAN - TATUCRED,MATAO,2007-03-01,100.65
61683,COOPERATIVA DE CRÉDITO EMPRESARIAL DO VALE SAO PATRICIO LTDA,GOIANESIA,2007-03-01,62.25
61684,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CAMPO NOVO-CRESOL CAMPO NOVO,CAMPO NOVO,2007-03-01,21.39
61685,COOPERATIVA DE CRÉDITO RURAL HORIZONTES NOVOS DE BARÃO DE COTEGIPE - CREHNOR NORTE,BARAO DE COTEGIPE,2007-03-01,20.9
61686,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS SIDERÚRGICAS, METALÚRGICAS E ELETRO-MECÂNICAS DE JOÃO MONLEVADE LTDA. - CREDIBELGO",JOAO MONLEVADE,2007-03-01,135.37
61687,COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE ÁGUAS MORNAS - CRESOL ÁGUAS MORNAS,AGUAS MORNAS,2007-03-01,30.76
61688,"COOPERATIVA DE CRÉDITO DOS FUNCIONÁRIOS DAS  SECRETARIAS DA AGRICULTURA, MEIO AMBIENTE E DESENVOLVIMENTO AGRÍCOLA DO ESTADO DE SÃO PAULO - COOPERCERES",SAO PAULO,2007-03-01,127.96
61689,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES NA EXTRAÇÃO, BENEFICIAMENTO E TRANSPORTE DE ARDÓSIA DA REGIÃO CENTRO OESTE DO ESTADO DE MINAS GERAIS LTDA. - ARDOCREDI",PAPAGAIOS,2007-03-01,43.59
61690,COOPERATIVA DE CRÉDITO RURAL DO VALE DO ITANHÉM LTDA.,ITANHEM,2007-03-01,48.64
61691,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COMERCIANTES DE CONFECÇÕES DO CIRCUITO DO OURO LTDA,SANTA BARBARA,2007-03-01,29.97
61692,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA MONSANTO,SAO PAULO,2007-03-01,118.78
61693,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DE JABOTICABAL - COPERMED JABOTICABAL,JABOTICABAL,2007-03-01,30.94
61694,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA CAROL - COOPERCAROL,ORLANDIA,2007-03-01,108.06
61695,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO,CUIABA,2007-03-01,83.34
61696,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES PUBLICOS MUNICIPAIS DE ITAJAI - SICOOB-ITACREDI/SC,ITAJAI,2007-03-01,34.36
61697,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CERRO AZUL - CRESOL CERRO AZUL,CERRO AZUL,2007-03-01,33.7
61698,COOPERATIVA DE CRÉDITO DOS EMPRESÁRIOS DE PORTO VELHO - CREDEMPRESAS,PORTO VELHO,2007-03-01,24.47
61699,COOPERATIVA DE CRÉDITO DOS FUNCIONÁRIOS DA TORTUGA,SAO PAULO,2007-03-01,136.27
61700,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DA ENERSUL,CAMPO GRANDE,2007-03-01,98.3
61701,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE ITABIRA LTDA. - COSEMI,ITABIRA,2007-03-01,100.61
61702,COOPERATIVA DE CRÉDITO DOS PROFISSIONAIS DE TECNOLOGIA DA INFORMAÇÃO DE SÃO PAULO E MICROREGIÃO - CREDITE,SAO PAULO,2007-03-01,72.44
61703,ALBATROSS CORRETORA DE CAMBIO E VALORES S.A,RIO DE JANEIRO,2007-03-01,86.21
61704,C & D DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,CURITIBA,2007-03-01,69.47
61705,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS ITAÚ,SAO PAULO,2007-03-01,129.01
61706,ALVES FERREIRA CORRETORA DE CÃMBIO LTDA,CURITIBA,2007-03-01,109.79
61707,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CRUZ MACHADO - CRESOL CRUZ MACHADO,CRUZ MACHADO,2007-03-01,29.44
61708,BVL CORRETORA DE VALORES  LTDA,BELO HORIZONTE,2007-03-01,62.17
61709,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS INTEGRANTES DAS CARREIRAS JURÍDICAS E DOS SERVENTUÁRIOS DE ÓRGÃOS DA JUSTIÇA E AFINS NO ESTADO DE RONDONIA - CREDJURD,PORTO VELHO,2007-03-01,55.97
61710,COOPERATIVA DE CRÉDITO DOS FUNCIONÁRIOS DA AKZO NOBEL-TINTAS - COOPCOATINGS,SAO PAULO,2007-03-01,125.85
61711,CAROL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,SAO PAULO,2007-03-01,96.23
61712,"COOPERATIVA DE CRÉDITO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICRO EMPREENDEDORES DE UBERABA LTDA - SICOOB CREDIACIU",UBERABA,2007-03-01,-34.1
61713,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA COMPANHIA PAULISTA DE TRENS METROPOLITANOS,OSASCO,2007-03-01,168.1
61714,COOPERATIVA DE CRÉDITO RURAL DE ESPIGÃO DO OESTE LTDA.,ESPIGAO D'OESTE,2007-03-01,52.44
61715,COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE FREI ROGÉRIO - CRESOL FREI ROGÉRIO,FREI ROGERIO,2007-03-01,20.39
61716,"COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DE CHOCOLATES GAROTO, LTDA",VILA VELHA,2007-03-01,3.01
61717,COOPERATIVA DE CRÉDITO RURAL GANDU,GANDU,2007-03-01,64.4
61718,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS COMERCIANTES VEÍCULOS E DE PEÇAS E ACESSÓRIOS PARA VEÍCULOS DE PORTO ALEGRE E REGIÃO METROPOLITANA - SIVEICRED,PORTO ALEGRE,2007-03-01,41.34
61719,COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DA ASSEMBLEIA LEGISLATIVA DO ESTADO DE SÃO PAULO - COOPERALESP,SAO PAULO,2007-03-01,93.6
61720,JURISCRED - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MAGISTRADOS E SERVIDORES DO PODER JUDICIÁRIO E ÓRGÃOS JURÍDICOS ESTADUAIS E FEDERAIS NA GRANDE TERESINA,TERESINA,2007-03-01,45.31
61721,COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE ITATIBA DO SUL,ITATIBA DO SUL,2007-03-01,29.54
61722,COOPERATIVA DE CRÉDITO RURAL BAIXA GRANDE,BAIXA GRANDE,2007-03-01,32.62
61723,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA ASCAR/EMATER-RS LTDA-CRESAL,PORTO ALEGRE,2007-03-01,78.67
61724,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE SANTA MARIA-CRESOL SANTA MARIA,SANTA MARIA,2007-03-01,30.11
61725,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO SBF LTDA.,BELO HORIZONTE,2007-03-01,116.61
61726,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA DANA S.A.,GRAVATAI,2007-03-01,110.89
61727,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DO EXPRESSO PRINCESA DOS CAMPOS,PONTA GROSSA,2007-03-01,107.26
61728,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO LORENZETTI,SAO PAULO,2007-03-01,136.39
61729,COOPERATIVA DE CRÉDITO RURAL DE BELA VISTA DE GOIÁS LTDA,BELA VISTA DE GOIAS,2007-03-01,53.36
61730,APEAL - CREDITO IMOBILIARIO S/A,MACEIO,2007-03-01,112.12
61731,MOMENTO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,RIO DE JANEIRO,2007-03-01,92.76
61732,LASTRO,ARARAS,2007-03-01,86.34
61733,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE SANTA IZABEL DO OESTE - CRESOL SANTA IZABEL DO OESTE,SANTA IZABEL DO OESTE,2007-03-01,37.43
61734,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS, APOSENTADOS E PENSIONISTAS DA COMPANHIA ESTADUAL DE ENERGIA ELÉTRICA E ELETRICITÁRIOS DO RIO GRANDE DO SUL   CRECE",PORTO ALEGRE,2007-03-01,91.16
61735,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS EM EMPRESAS DE TELECOMUNICAÇÕES NO NORDESTE - CERTEL LTDA,JOAO PESSOA,2007-03-01,64.41
61736,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS EM INSTITUIÇÕES INTEGRANTES DO SISTEMA FINANCEIRO NACIONAL EM CURITIBA E REGIÃO METROPOLITANA -COOPESF,CURITIBA,2007-03-01,33.38
61737,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DA ALIANÇA DOS PROFISSIONAIS DA ÁREA DE SAÚDE DA REGIÃO DE SÃO ROQUE - SICOOB ALCOOP SÃO ROQUE,SAO ROQUE,2007-03-01,61.38
61738,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE IBEMA - CRESOL IBEMA,IBEMA,2007-03-01,34.76
61739,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS CONTABILISTAS E CORRETORES DE SEGUROS DA GRANDE BELO HORIZONTE LTDA. - SICOOB CREDITABIL,BELO HORIZONTE,2007-03-01,74.58
61740,UNICRED DE ARARUAMA-COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DE SAUDE DE ARARUAMA LTDA,ARARUAMA,2007-03-01,90.64
61741,COOPERATIVA DE CREDITO RURAL CONQUISTA DE FRIBURGO LTDA.,NOVA FRIBURGO,2007-03-01,49.07
61742,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DA ALIANÇA DOS  MÉDICOS E DEMAIS PROFISSIONAIS DA ÁREA DA SAÚDE DE AVARÉ - ALCRED AVARÉ,AVARE,2007-03-01,-362.34
61743,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE GUARACIABA-CRESOL GUARACIABA,GUARACIABA,2007-03-01,16.68
61744,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE IVAIPORA - CRESOL IVAIPORA,IVAIPORA,2007-03-01,34.88
61745,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA CONCORDIA- CRESOL CONCÓRDIA,CONCORDIA,2007-03-01,14.61
61746,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE MARCELINO RAMOS-CRESOL MARCELINO RAMOS,MARCELINO RAMOS,2007-03-01,15.95
61747,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DAS ÁREAS DE ENGENHARIA, ARQUITETURA E AGRONOMIA NO SUL FLUMINENSE LTDA - COOPCRED",VOLTA REDONDA,2007-03-01,13.83
61748,COOPERATIVA DE CRÉDITO MÚTUO DOS PROFESSORES E FUNCIONÁRIOS DO CENTRO UNIVERSITÁRIO FEEVALE,NOVO HAMBURGO,2007-03-01,30.64
61749,COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE SANTA LÚCIA - CRESOL SANTA LÚCIA,SANTA LUCIA,2007-03-01,42.94
61750,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COMERCIANTES DE  AUTOPEÇAS E SERVIÇOS DE VITÓRIA DA CONQUISTA - SICOOB COOPESE,VITORIA DA CONQUISTA,2007-03-01,54.94
61751,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA ALCATEL-LUCENT BRASIL,SAO PAULO,2007-03-01,106.24
61752,COOPERCOROL COOPERATIVA DE CRÉDITO MÚTUO.,ROLANDIA,2007-03-01,89.78
61753,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS  COMERCIANTES DE CONFECÇÕES DE MARTINHO CAMPOS LTDA.,MARTINHO CAMPOS,2007-03-01,39.51
61754,SUPRA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,SAO PAULO,2007-03-01,132.74
61755,COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE ALFREDO WAGNER - CRESOL ALFREDO WAGNER,ALFREDO WAGNER,2007-03-01,24.92
61756,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ELGIN,MOGI DAS CRUZES,2007-03-01,105.35
61757,COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA DE HUMAITÁ - CRESOL HUMAITÁ,HUMAITA,2007-03-01,15.28
61758,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DOS LABORATORIOS B.BRAUN LTDA,SAO GONCALO,2007-03-01,89.69
61759,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES  ESTADUAIS DO PODER EXECUTIVO DO ESTADO DE RONDÔNIA - POLICREDI,PORTO VELHO,2007-03-01,23.17
61760,UNICREF - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA UNIMED DE MANAUS LTDA.,MANAUS,2007-03-01,99.61
61761,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA UNIVERSIDADE FEDERAL FLUMINENSE LTDA,NITEROI,2007-03-01,-83.78
61762,EQUIPE S/A DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS,RIO DE JANEIRO,2007-03-01,36.62
61763,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DOS DIÁRIOS E EMISSORAS ASSOCIADOS DE BELO HORIZONTE LTDA.,BELO HORIZONTE,2007-03-01,98.69
61764,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO  INSTITUTO NACIONAL DO SEGURO SOCIAL NA PARAÍBA - COOPREV LTDA,JOAO PESSOA,2007-03-01,74.56
61765,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PEQUENOS EMPRESÁRIOS, MICROEMPRESÁRIOS E MICROEMPREENDEDORES DO DISTRITO FEDERAL LTDA - SICOOB CREDIBRASIL",BRASILIA (SAMAMBAIA),2007-03-01,8.26
61766,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA VALISÈRE E VALCLUB,MAUA,2007-03-01,100.78
61767,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO INSTITUTO BRASILEIRO DO MEIO AMBIENTE E DOS RECURSOS NATURAIS RENOVÁVEIS - SICOOB CREDIBAMA,BRASILIA,2007-03-01,84.81
61768,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE SANTA MARIA DO OESTE - CRESOL SANTA MARIA DO OESTE,SANTA MARIA DO OESTE,2007-03-01,25.89
61769,COOPERATIVA DE CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS FERROVIÁRIAS NO ESTADO DE SÃO PAULO,OSASCO,2007-03-01,136.79
61770,COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA BOA VENTURA DE SÃO ROQUE,BOA VENTURA DE SAO ROQUE,2007-03-01,32.75
61771,COOPERATIVA DE CRÉDITO RURAL DE JUAZEIRO,JUAZEIRO,2007-03-01,25.46
61772,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS EM SANEAMENTO DO ESTADO DE MATO GROSSO - SICOOB CREDISAN,CUIABA,2007-03-01,54.89
61773,COOPERATIVA DE CRÉDITO DOS EMPREGADOS DAS EMPRESAS DO GRUPPO M&G NO BRASIL,POCOS DE CALDAS,2007-03-01,122.53
61774,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA COAPERIODOCE E CREDIRIODOCE LTDA.,GOVERNADOR VALADARES,2007-03-01,52.74
61775,EBS CAPITAL CORRETORA DE CÂMBIO S/A,SAO PAULO,2007-03-01,78.0
61776,COOPERATIVA DE CRÉDITO RURAL DO SUDOESTE PAULISTA,ITAPETININGA,2007-03-01,29.57
61777,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS MINERADORAS DO MUNICÍPIO DE TAPIRA LTDA.,ARAXA,2007-03-01,66.62
61778,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE HOLAMBRA - SICREDI HOLAMBRA SP,HOLAMBRA,2007-03-01,33.19
61779,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO - DIVISÃO VIDRO PLANO,MAUA,2007-03-01,79.44
61780,ESTATER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,SAO PAULO,2007-03-01,183.96
61781,COOPERATIVA DE CRÉDITO DOS FUNCIONÁRIOS DO MINISTÉRIO DA FAZENDA - COOPERMINF,SAO PAULO,2007-03-01,126.52
61782,COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DE OSASCO E REGIÃO OESTE,OSASCO,2007-03-01,106.46
61783,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DA CIA DE ELETRICIDADE DO ESTADO DO RJ CREDICERJ LTDA,NITEROI,2007-03-01,47.0
61784,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FACULDADE DE CIÊNCIAS AGRÁRIAS E VETERINÁRIAS - CAMPUS DE JABOTICABAL/SP - SICOOB COOPERFAC,JABOTICABAL,2007-03-01,113.12
61785,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA FUNDAÇÃO PARA O DESENVOLVIMENTO DA EDUCAÇÃO,SAO PAULO,2007-03-01,96.94
61786,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA DELEGACIA REGIONAL DO TRABALHO E DA ADVOCACIA GERAL DA UNIÃO NO ESTADO DO PARÁ - SICOOB CREDMISTRA,BELEM,2007-03-01,91.71
61787,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO GELRE,SAO PAULO,2007-03-01,136.74
61788,COOPERATIVA DE CRÉDITO RURAL JEQUIÉ,JEQUIE,2007-03-01,61.59
61789,ICARO CORRETORA DE CAMBIO LTDA,CURITIBA,2007-03-01,128.44
61790,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE GUARANIAÇU - CRESOL GUARANIAÇU,GUARANIACU,2007-03-01,30.73
61791,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS CIRURGIÕES DENTISTAS E PROFISSIONAIS DA ÁREA DE SAÚDE DE SÃO PAULO,SAO PAULO,2007-03-01,47.76
61792,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA SECRETARIA DE DEFESA SOCIAL DO ESTADO DE MINAS GERAIS,BELO HORIZONTE,2007-03-01,65.84
61793,COOPERATIVA DE CRÉDITO RURAL PÉ DE SERRA LTDA. - SICOOB PÉ DE SERRA,PE DE SERRA,2007-03-01,31.04
61794,BANCO SAFRA DE INVESTIMENTO S.A.,SAO PAULO,2007-03-01,21807.98
61795,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS PLASCAR,JUNDIAI,2007-03-01,92.64
61796,FOCO DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,RIO DE JANEIRO,2007-03-01,172.18
61797,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CHRIS CINTOS DE SEGURANÇA,SAO PAULO,2007-03-01,104.76
61798,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO ALCOA EM PERNAMBUCO - CREDIALCOA,ITAPISSUMA,2007-03-01,111.91
61799,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COMERCIANTES DE CONFECÇÕES DO VESTUÁRIO DE ITAJUBÁ LTDA.,ITAJUBA,2007-03-01,38.08
61800,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DOS MINISTÉRIOS DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO, DO DESENVOLVIMENTO AGRÁRIO E DO MEIO AMBIENTE DA REGIÃO METROPOLITANA DE BELÉM",BELEM,2007-03-01,75.29
61801,J. G. OLIVEIRA CORRETOR DE CAMBIO TITULOS E VAL MOBILIARIOS,FORTALEZA,2007-03-01,148.34
61802,NOVA FUTURA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,SAO PAULO,2007-03-01,95.86
61803,COOPERATIVA DE CRÉDITO MÚTUO DOS COMERCIANTES DE VESTUÁRIO DE MOGI GUAÇU - CREDIACIMG,MOGI-GUACU,2007-03-01,19.18
61804,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA (UESB) - SICOOB CREDIUESB,VITORIA DA CONQUISTA,2007-03-01,39.55
