,instituicao,data_base,codigo_bacen,conglomerado,tcb,tc,ti,cidade,uf,ativo_total,captacoes,patrimonio_liquido,lucro_liquido,numero_agencias,numero_postos_atendimento,carteira_credito,passivel_exigivel,Conglomerado Financeiro,Rendas de Operações de Crédito (a1),Rendas de Operações de Arrendamento Mercantil (a2),Rendas de Operações com TVM (a3),Rendas de Operações com Instrumentos Financeiros Derivativos (a4),Resultado de Operações de Câmbio (a5),Rendas de Aplicações Compulsórias (a6),Receitas de Intermediação Financeira (a) = (a1) + (a2) + (a3) + (a4) + (a5) + (a6),Despesas de Obrigações por Empréstimos e Repasses (b2),Despesas de Operações de Arrendamento Mercantil (b3),Resultado de Operações de Câmbio (b4),Resultado de Provisão para Créditos de Difícil Liquidação (b5),Despesas de Intermediação Financeira (b) = (b1) + (b2) + (b3) + (b4) + (b5),Resultado de Intermediação Financeira (c) = (a) + (b),Rendas de Prestação de Serviços (d1),Rendas de Tarifas Bancárias (d2),Despesas de Pessoal (d3),Despesas Administrativas (d4),Despesas Tributárias (d5),Resultado de Participações (d6),Outras Receitas Operacionais (d7),Outras Despesas Operacionais (d8),Outras Receitas/Despesas  Operacionais (d) = (d1) + (d2) + (d3) + (d4) + (d5) + (d6) + (d7) + (d8),Resultado Operacional (e) = (c) + (d),Resultado Não Operacional (f),"Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f)",Imposto de Renda e Contribuição Social (h),Participação nos Lucros (i),Lucro Líquido (j) = (g) + (h) + (i),Rendas de Títulos e Valores Mobiliários (b),Rendas de Operações de Crédito (c),Resultado com Perda Esperada (f),Despesa de Juros com Captações (g1),Resultado com Derivativos (i),resultado_intermediacao,Rendas de Tarifas Bancárias (m),Outras Rendas de Prestação de Serviços (n),Despesas de Pessoal (o),Despesas Administrativas (p),Despesas Tributárias (s),Resultado de Participações (t),Outras Receitas (u),Outras Despesas (v),outras_receitas_despesas,resultado_antes_impostos,impostos_ir_csll,participacoes_lucro,Despesa_Captacao_Total,cidade_bas,indice_basileia
165031,INVEST CORRETORA DE CÂMBIO LTDA.,2023-09-01,17508380,INVEST CC - PRUDENCIAL,n2,2,21,PORTO ALEGRE,RS,16986.0,0.0,4834.0,143.0,2,0,0.0,12152.0,nan,0.0,0.0,0.0,0.0,5547.0,0.0,5547.0,0.0,0.0,0.0,0.0,0.0,5547.0,132.0,11.0,-243.0,-4726.0,-265.0,0.0,0.0,-60.0,-5150.0,396.0,-208.0,189.0,-46.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,5547.0,11.0,132.0,-243.0,-4726.0,-265.0,0.0,0.0,-60.0,-5150.0,189.0,-46.0,0.0,0.0,PORTO ALEGRE,13.7
165032,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS MUNICIPAIS EM JOÃO MONLEVADE LTDA. - COPREMON,2023-09-01,18310649,nan,b3S,2,9,JOAO MONLEVADE,MG,16930.0,0.0,15746.0,332.0,0,0,15358.0,1184.0,nan,688.0,0.0,0.0,0.0,0.0,0.0,688.0,0.0,0.0,0.0,-17.0,-17.0,672.0,5.0,0.0,-238.0,-115.0,1.0,0.0,0.0,-3.0,-351.0,320.0,14.0,334.0,-3.0,0.0,332.0,0.0,688.0,-17.0,0.0,0.0,672.0,0.0,5.0,-238.0,-115.0,1.0,0.0,0.0,-3.0,-351.0,334.0,-3.0,0.0,0.0,,
165033,CARTOS SOCIEDADE DE CRÉDITO DIRETO S.A.,2023-09-01,21332862,CARTOS SCD - PRUDENCIAL,n1,2,43,SAO PAULO,SP,16888.0,11358.0,3375.0,246.0,2,0,2476.0,13513.0,nan,7014.0,0.0,241.0,0.0,0.0,0.0,7255.0,0.0,0.0,0.0,-19.0,-30.0,7225.0,777.0,665.0,-229.0,-7452.0,-792.0,0.0,75.0,-3.0,-6959.0,266.0,0.0,266.0,-20.0,0.0,246.0,241.0,7014.0,-19.0,-11.0,0.0,7225.0,665.0,777.0,-229.0,-7452.0,-792.0,0.0,75.0,-3.0,-6959.0,266.0,-20.0,0.0,-11.0,SAO PAULO,22.19
165034,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DO GRUPO BAYER LTDA,2023-09-01,73631483,nan,b3S,2,9,BELFORD ROXO,RJ,16622.0,0.0,15240.0,398.0,0,0,9083.0,1382.0,nan,406.0,0.0,230.0,0.0,0.0,0.0,636.0,0.0,0.0,0.0,-27.0,-27.0,609.0,0.0,0.0,-213.0,-125.0,-2.0,0.0,148.0,0.0,-191.0,417.0,0.0,417.0,-20.0,0.0,398.0,230.0,406.0,-27.0,0.0,0.0,609.0,0.0,0.0,-213.0,-125.0,-2.0,0.0,148.0,0.0,-191.0,417.0,-20.0,0.0,0.0,,
165035,FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,2023-09-01,3317692,FINAXIS - PRUDENCIAL,n2,2,15,CURITIBA,PR,16576.0,0.0,11478.0,354.0,2,0,0.0,5098.0,51688.0,0.0,0.0,169.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,-9.0,-9.0,160.0,4688.0,0.0,-2054.0,-1872.0,-326.0,0.0,29.0,-42.0,422.0,582.0,0.0,582.0,-228.0,0.0,354.0,169.0,0.0,-9.0,0.0,0.0,160.0,0.0,4688.0,-2054.0,-1872.0,-326.0,0.0,29.0,-42.0,422.0,582.0,-228.0,0.0,0.0,CURITIBA,16.49
165036,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COLABORADORES DA UNIÃO BRASILEIRA DE EDUCAÇÃO E ENSINO, UNIÃO NORTE BRASILEIRA DE EDUCAÇÃO E CULTURA & UNIÃO BRASILEIRA DE EDUCAÇÃO CATÓLICA LTDA - COOMAR",2023-09-01,2588819,nan,b3S,2,9,BELO HORIZONTE,MG,16551.0,0.0,15030.0,224.0,0,0,10760.0,1521.0,nan,401.0,0.0,200.0,0.0,0.0,0.0,601.0,0.0,0.0,0.0,-101.0,-101.0,501.0,0.0,0.0,-153.0,-112.0,1.0,0.0,0.0,-10.0,-276.0,224.0,0.0,224.0,0.0,0.0,224.0,200.0,401.0,-101.0,0.0,0.0,501.0,0.0,0.0,-153.0,-112.0,1.0,0.0,0.0,-10.0,-276.0,224.0,0.0,0.0,0.0,,
165037,CAPITAL CONSIG SOCIEDADE DE CRÉDITO DIRETO S.A.,2023-09-01,40083667,CAPITAL CONSIG SCD - PRUDENCIAL,n1,2,43,SAO PAULO,SP,16535.0,102.0,5471.0,365.0,2,0,3808.0,11064.0,nan,68145.0,0.0,6.0,0.0,0.0,0.0,68151.0,0.0,0.0,0.0,-17.0,-17.0,68135.0,468.0,0.0,-113.0,-64619.0,-3238.0,0.0,32.0,-112.0,-67583.0,552.0,0.0,552.0,-187.0,0.0,365.0,6.0,68145.0,-17.0,0.0,0.0,68135.0,0.0,468.0,-113.0,-64619.0,-3238.0,0.0,32.0,-112.0,-67583.0,552.0,-187.0,0.0,0.0,SAO PAULO,15.77
165038,COOPERATIVA DE CREDITO RURAL DE GUACUI - CREDIGUAÇUÍ,2023-09-01,32422628,nan,b3S,2,9,GUACUI,ES,16451.0,6336.0,8870.0,369.0,0,0,4873.0,7580.0,nan,543.0,0.0,362.0,0.0,0.0,0.0,905.0,0.0,0.0,0.0,81.0,-68.0,837.0,30.0,18.0,-342.0,-199.0,-4.0,0.0,0.0,0.0,-495.0,341.0,28.0,369.0,0.0,0.0,369.0,362.0,543.0,81.0,-150.0,0.0,837.0,18.0,30.0,-342.0,-199.0,-4.0,0.0,0.0,0.0,-495.0,369.0,0.0,0.0,-150.0,,
165039,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA TEKSID DO BRASIL LTDA., NEMAK ALUMÍNIO DO BRASIL LTDA. E TUPY MINAS GERAIS LTDA.",2023-09-01,4249235,nan,b3S,2,9,BETIM,MG,16436.0,0.0,15105.0,500.0,0,0,6404.0,1331.0,nan,291.0,0.0,322.0,0.0,0.0,0.0,613.0,0.0,0.0,0.0,65.0,65.0,678.0,6.0,0.0,-96.0,-94.0,0.0,0.0,6.0,0.0,-178.0,500.0,0.0,500.0,0.0,0.0,500.0,322.0,291.0,65.0,0.0,0.0,678.0,0.0,6.0,-96.0,-94.0,0.0,0.0,6.0,0.0,-178.0,500.0,0.0,0.0,0.0,,
165040,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA CEMIG E DAS INDÚSTRIAS METALÚRGICAS E DE MATERIAL ELÉTRICO E DOS SERVIDORES PÚBLICOS MUNICIPAIS DE JUIZ DE FORA LTDA. - SICOOB CECREMEC,2023-09-01,17502881,nan,b3S,2,9,BELO HORIZONTE,MG,16171.0,6280.0,8610.0,228.0,0,0,9336.0,7562.0,nan,841.0,0.0,190.0,0.0,0.0,0.0,1031.0,0.0,0.0,0.0,-125.0,-282.0,749.0,88.0,0.0,-491.0,-251.0,-5.0,0.0,287.0,-148.0,-521.0,229.0,0.0,229.0,1.0,0.0,228.0,190.0,841.0,-125.0,-157.0,0.0,749.0,0.0,88.0,-491.0,-251.0,-5.0,0.0,287.0,-148.0,-521.0,229.0,1.0,0.0,-157.0,,
165041,COOPERATIVA DE CRÉDITO COOPHARMA,2023-09-01,2814832,nan,b3S,2,9,SAO PAULO,SP,16134.0,0.0,15894.0,309.0,0,0,13298.0,240.0,nan,513.0,0.0,60.0,0.0,0.0,0.0,573.0,0.0,0.0,0.0,-6.0,-6.0,567.0,0.0,0.0,-190.0,-51.0,1.0,0.0,0.0,0.0,-243.0,325.0,-15.0,309.0,0.0,0.0,309.0,60.0,513.0,-6.0,0.0,0.0,567.0,0.0,0.0,-190.0,-51.0,1.0,0.0,0.0,0.0,-243.0,309.0,0.0,0.0,0.0,,
165042,PAGINVEST CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA.,2023-09-01,46403683,PAGSEGURO - PRUDENCIAL,n2,2,15,SAO PAULO,SP,16134.0,0.0,15699.0,305.0,2,0,0.0,435.0,52182.0,0.0,0.0,523.0,0.0,0.0,0.0,523.0,0.0,0.0,0.0,0.0,0.0,523.0,0.0,0.0,0.0,0.0,-24.0,0.0,0.0,0.0,-25.0,498.0,0.0,498.0,-193.0,0.0,305.0,523.0,0.0,0.0,0.0,0.0,523.0,0.0,0.0,0.0,0.0,-24.0,0.0,0.0,0.0,-25.0,498.0,-193.0,0.0,0.0,SAO PAULO,34.86
165043,COOPERATIVA DE CRÉDITO E SERVIÇOS FINANCEIROS DE CURITIBA E REGIÃO METROPOLITANA,2023-09-01,5097757,nan,b3S,2,9,CURITIBA,PR,16003.0,7682.0,7980.0,-408.0,0,1,12393.0,8023.0,nan,1015.0,0.0,141.0,0.0,0.0,0.0,1156.0,0.0,0.0,0.0,-477.0,-818.0,338.0,0.0,2.0,-456.0,-289.0,-1.0,0.0,0.0,-2.0,-746.0,-408.0,0.0,-408.0,0.0,0.0,-408.0,141.0,1015.0,-477.0,-341.0,0.0,338.0,2.0,0.0,-456.0,-289.0,-1.0,0.0,0.0,-2.0,-746.0,-408.0,0.0,0.0,-341.0,,
165044,RJI CORRETORA DE TITULOS E VALORES MOBILIARIOS LTDA,2023-09-01,42066258,RJI CTVM - PRUDENCIAL,n2,2,15,RIO DE JANEIRO,RJ,15908.0,0.0,9232.0,1072.0,3,0,0.0,6675.0,nan,0.0,0.0,3943.0,0.0,0.0,0.0,3943.0,0.0,0.0,0.0,0.0,0.0,3943.0,6068.0,0.0,-523.0,-7036.0,-628.0,0.0,0.0,-12.0,-2130.0,1813.0,-10.0,1803.0,-732.0,0.0,1072.0,3943.0,0.0,0.0,0.0,0.0,3943.0,0.0,6068.0,-523.0,-7036.0,-628.0,0.0,0.0,-12.0,-2130.0,1803.0,-732.0,0.0,0.0,RIO DE JANEIRO,16.41
165045,ELITE CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS LTDA,2023-09-01,28048783,BTG PACTUAL - PRUDENCIAL,n2,2,15,RIO DE JANEIRO,RJ,15848.0,0.0,15605.0,65.0,5,0,0.0,243.0,49944.0,0.0,0.0,473.0,0.0,0.0,0.0,473.0,0.0,0.0,0.0,0.0,0.0,473.0,3.0,0.0,0.0,-374.0,-22.0,0.0,1.0,0.0,-392.0,82.0,0.0,82.0,-17.0,0.0,65.0,473.0,0.0,0.0,0.0,0.0,473.0,0.0,3.0,0.0,-374.0,-22.0,0.0,1.0,0.0,-392.0,82.0,-17.0,0.0,0.0,RIO DE JANEIRO,17.37
165046,DIBRAN DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,2023-09-01,62280490,DIBRAN DTVM LTDA - PRUDENCIAL,n2,2,16,SAO PAULO,SP,15506.0,0.0,14764.0,278.0,2,0,0.0,742.0,nan,0.0,0.0,470.0,0.0,95.0,0.0,565.0,0.0,0.0,0.0,0.0,0.0,565.0,5.0,1.0,-143.0,-449.0,-44.0,0.0,360.0,-6.0,-276.0,290.0,0.0,290.0,-11.0,0.0,278.0,470.0,0.0,0.0,0.0,0.0,565.0,1.0,5.0,-143.0,-449.0,-44.0,0.0,360.0,-6.0,-276.0,290.0,-11.0,0.0,0.0,SAO PAULO,117.72
165047,BMG S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS,2023-09-01,8030215,BMG - PRUDENCIAL,n2,2,16,SAO PAULO,SP,15457.0,0.0,14166.0,166.0,2,0,0.0,1290.0,30290.0,0.0,0.0,273.0,0.0,0.0,0.0,273.0,0.0,0.0,0.0,0.0,0.0,273.0,0.0,0.0,0.0,-10.0,0.0,0.0,4.0,0.0,-6.0,267.0,0.0,267.0,-101.0,0.0,166.0,273.0,0.0,0.0,0.0,0.0,273.0,0.0,0.0,0.0,-10.0,0.0,0.0,4.0,0.0,-6.0,267.0,-101.0,0.0,0.0,SAO PAULO,13.47
165048,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA TICKET SERVIÇOS COMÉRCIO E ADMINISTRAÇÃO,2023-09-01,57440521,nan,b3S,2,9,SAO PAULO,SP,15447.0,0.0,12031.0,297.0,0,0,3099.0,3415.0,nan,247.0,0.0,347.0,0.0,0.0,0.0,593.0,0.0,0.0,0.0,-8.0,-8.0,586.0,0.0,0.0,-197.0,-90.0,-1.0,0.0,0.0,0.0,-288.0,297.0,0.0,297.0,0.0,0.0,297.0,347.0,247.0,-8.0,0.0,0.0,586.0,0.0,0.0,-197.0,-90.0,-1.0,0.0,0.0,0.0,-288.0,297.0,0.0,0.0,0.0,,
165049,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DE ELEVADORES ATLAS SCHINDLER LTDA.,2023-09-01,42107706,nan,b3S,2,9,RIO DE JANEIRO,RJ,15193.0,0.0,13786.0,469.0,0,0,12066.0,1408.0,nan,687.0,0.0,48.0,0.0,0.0,0.0,735.0,0.0,0.0,0.0,-48.0,-48.0,687.0,0.0,0.0,-137.0,-79.0,1.0,0.0,0.0,0.0,-217.0,470.0,0.0,470.0,-1.0,0.0,469.0,48.0,687.0,-48.0,0.0,0.0,687.0,0.0,0.0,-137.0,-79.0,1.0,0.0,0.0,0.0,-217.0,470.0,-1.0,0.0,0.0,,
165050,FAMÍLIA PAULISTA COMPANHIA HIPOTECÁRIA,2023-09-01,53146221,FAMILIA PAULISTA CI S.A. - PRUDENCIAL,n1,2,29,SANTOS,SP,14985.0,0.0,10324.0,-455.0,2,0,130.0,4661.0,nan,5.0,0.0,336.0,0.0,0.0,0.0,341.0,0.0,0.0,0.0,62.0,62.0,403.0,176.0,0.0,-229.0,-772.0,-53.0,0.0,308.0,-291.0,-861.0,-459.0,7.0,-452.0,-3.0,0.0,-455.0,336.0,5.0,62.0,0.0,0.0,403.0,0.0,176.0,-229.0,-772.0,-53.0,0.0,308.0,-291.0,-861.0,-452.0,-3.0,0.0,0.0,SANTOS,93.83
165051,CREDSYSTEM SOCIEDADE DE CRÉDITO DIRETO S.A.,2023-09-01,39664698,CREDSYSTEM IP - PRUDENCIAL,n1,2,43,BARUERI,SP,14842.0,2758.0,9132.0,402.0,1,0,0.0,5710.0,nan,0.0,0.0,241.0,0.0,0.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,241.0,1185.0,0.0,0.0,-646.0,-126.0,0.0,0.0,0.0,412.0,653.0,2.0,655.0,-254.0,0.0,402.0,241.0,0.0,0.0,0.0,0.0,241.0,0.0,1185.0,0.0,-646.0,-126.0,0.0,0.0,0.0,412.0,655.0,-254.0,0.0,0.0,BARUERI,7.63
165052,AZIMUT BRASIL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,2023-09-01,18684408,AZIMUT BRASIL DTVM - PRUDENCIAL,n2,3,16,SAO PAULO,SP,14377.0,9950.0,3836.0,-3.0,2,0,0.0,10540.0,nan,0.0,0.0,472.0,0.0,0.0,0.0,472.0,0.0,0.0,0.0,-7.0,-7.0,465.0,1485.0,0.0,-374.0,-1415.0,-165.0,0.0,1.0,0.0,-468.0,-3.0,0.0,-3.0,0.0,0.0,-3.0,472.0,0.0,-7.0,0.0,0.0,465.0,0.0,1485.0,-374.0,-1415.0,-165.0,0.0,1.0,0.0,-468.0,-3.0,0.0,0.0,0.0,SAO PAULO,14.03
165053,COOPERATIVA DE CREDITO DOS SERVIDORES DA UNIVERSIDADE FEDERAL DO ESPIRITO SANTO,2023-09-01,27302181,nan,b3S,2,9,VITORIA,ES,14167.0,1548.0,10142.0,202.0,0,4,12321.0,4024.0,nan,845.0,0.0,52.0,0.0,0.0,0.0,897.0,0.0,0.0,0.0,17.0,-30.0,867.0,12.0,16.0,-485.0,-235.0,-7.0,0.0,44.0,-28.0,-683.0,184.0,18.0,202.0,0.0,0.0,202.0,52.0,845.0,17.0,-47.0,0.0,867.0,16.0,12.0,-485.0,-235.0,-7.0,0.0,44.0,-28.0,-683.0,202.0,0.0,0.0,-47.0,,
165054,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS DO PODER EXECUTIVO FEDERAL NO ESTADO DO ESPÍRITO SANTO - CREDES,2023-09-01,3639902,nan,b3S,2,9,VITORIA,ES,14131.0,541.0,12529.0,2.0,0,0,9148.0,1602.0,nan,689.0,0.0,82.0,0.0,0.0,0.0,771.0,0.0,0.0,0.0,-62.0,-80.0,691.0,0.0,8.0,-240.0,-281.0,-1.0,0.0,0.0,-175.0,-689.0,2.0,0.0,2.0,0.0,0.0,2.0,82.0,689.0,-62.0,-17.0,0.0,691.0,8.0,0.0,-240.0,-281.0,-1.0,0.0,0.0,-175.0,-689.0,2.0,0.0,0.0,-17.0,,
165055,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO SISTEMA FIERGS - CRESUL,2023-09-01,92675578,nan,b3S,2,9,PORTO ALEGRE,RS,14106.0,0.0,12990.0,470.0,0,0,10702.0,1116.0,nan,608.0,0.0,24.0,0.0,0.0,0.0,632.0,0.0,0.0,0.0,5.0,5.0,637.0,3.0,0.0,-86.0,-84.0,1.0,0.0,0.0,0.0,-167.0,470.0,2.0,472.0,-2.0,0.0,470.0,24.0,608.0,5.0,0.0,0.0,637.0,0.0,3.0,-86.0,-84.0,1.0,0.0,0.0,0.0,-167.0,472.0,-2.0,0.0,0.0,,
165056,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS PÚBLICOS MUNICIPAIS DE ITAPIRA - CREDITA,2023-09-01,2115870,nan,b3S,2,9,ITAPIRA,SP,14102.0,0.0,13518.0,419.0,0,0,11991.0,584.0,nan,563.0,0.0,51.0,0.0,0.0,0.0,614.0,0.0,0.0,0.0,1.0,1.0,615.0,0.0,0.0,-103.0,-88.0,1.0,0.0,4.0,0.0,-187.0,428.0,0.0,428.0,0.0,-9.0,419.0,51.0,563.0,1.0,0.0,0.0,615.0,0.0,0.0,-103.0,-88.0,1.0,0.0,4.0,0.0,-187.0,428.0,0.0,-9.0,0.0,,
165057,SUPPLIER SOCIEDADE DE CRÉDITO DIRETO S.A.,2023-09-01,46743997,ITAU - PRUDENCIAL,n1,2,43,SAO PAULO,SP,14051.0,0.0,8142.0,73.0,2,0,839.0,5909.0,10069.0,610.0,0.0,85.0,0.0,0.0,0.0,695.0,0.0,0.0,0.0,-185.0,-185.0,510.0,0.0,0.0,-124.0,-167.0,-111.0,0.0,62.0,-59.0,-398.0,111.0,0.0,111.0,-39.0,0.0,73.0,85.0,610.0,-185.0,0.0,0.0,510.0,0.0,0.0,-124.0,-167.0,-111.0,0.0,62.0,-59.0,-398.0,111.0,-39.0,0.0,0.0,SAO PAULO,16.27
165058,COLUNA S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS,2023-09-01,460065,COLUNA S.A. DTVM - PRUDENCIAL,n2,2,16,RIO DE JANEIRO,RJ,13837.0,0.0,8827.0,651.0,3,0,0.0,5009.0,nan,0.0,0.0,4.0,0.0,181.0,0.0,185.0,0.0,0.0,0.0,0.0,0.0,185.0,1.0,0.0,-1506.0,-3302.0,-288.0,0.0,6016.0,-16.0,903.0,1088.0,0.0,1088.0,-437.0,0.0,651.0,4.0,0.0,0.0,0.0,0.0,185.0,0.0,1.0,-1506.0,-3302.0,-288.0,0.0,6016.0,-16.0,903.0,1088.0,-437.0,0.0,0.0,RIO DE JANEIRO,27.07
165059,FXC CORRETORA DE VALORES S.A.,2023-09-01,63062749,BTG PACTUAL - PRUDENCIAL,n2,2,15,RIO DE JANEIRO,RJ,13716.0,0.0,9687.0,1664.0,2,0,0.0,4029.0,49944.0,0.0,0.0,128.0,0.0,0.0,0.0,128.0,-6.0,0.0,0.0,0.0,-6.0,122.0,0.0,0.0,0.0,44.0,-6.0,0.0,375.0,-1.0,412.0,534.0,0.0,534.0,1129.0,0.0,1664.0,128.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,44.0,-6.0,0.0,375.0,-1.0,412.0,534.0,1129.0,0.0,0.0,RIO DE JANEIRO,17.37
165060,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA NOVELIS,2023-09-01,57545436,nan,b3S,2,9,SANTO ANDRE,SP,13695.0,0.0,12629.0,239.0,0,0,10951.0,1066.0,nan,569.0,0.0,14.0,0.0,0.0,0.0,583.0,0.0,0.0,0.0,-9.0,-9.0,574.0,0.0,0.0,-222.0,-119.0,-1.0,0.0,7.0,0.0,-336.0,239.0,0.0,239.0,0.0,0.0,239.0,14.0,569.0,-9.0,0.0,0.0,574.0,0.0,0.0,-222.0,-119.0,-1.0,0.0,7.0,0.0,-336.0,239.0,0.0,0.0,0.0,,
165061,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS TRABALHADORES PORTUARIOS DA GRANDE VITORIA - CREDESTIVA.,2023-09-01,3844699,nan,b3S,2,9,VITORIA,ES,13548.0,1321.0,10749.0,-64.0,0,0,8910.0,2800.0,nan,731.0,0.0,64.0,0.0,0.0,0.0,794.0,0.0,0.0,0.0,-65.0,-107.0,687.0,0.0,7.0,-469.0,-340.0,-9.0,0.0,19.0,-19.0,-811.0,-124.0,60.0,-64.0,0.0,0.0,-64.0,64.0,731.0,-65.0,-42.0,0.0,687.0,7.0,0.0,-469.0,-340.0,-9.0,0.0,19.0,-19.0,-811.0,-64.0,0.0,0.0,-42.0,,
165062,FACEBOOK INSTITUIÇÃO DE PAGAMENTO DO BRASIL LTDA.,2023-09-01,39321657,FACEBOOK INSTITUICAO PAGAMENTO - PRUDENCIAL,n4,3,41,SAO PAULO,SP,13284.0,0.0,9902.0,-21.0,1,0,0.0,3382.0,nan,0.0,0.0,213.0,0.0,0.0,0.0,213.0,0.0,0.0,0.0,0.0,0.0,213.0,4106.0,0.0,-2191.0,-1928.0,-215.0,0.0,0.0,0.0,-229.0,-16.0,0.0,-16.0,-5.0,0.0,-21.0,213.0,0.0,0.0,0.0,0.0,213.0,0.0,4106.0,-2191.0,-1928.0,-215.0,0.0,0.0,0.0,-229.0,-16.0,-5.0,0.0,0.0,SAO PAULO,96.35
165063,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE ITABIRA LTDA. - SICOOB COSEMI,2023-09-01,16651002,nan,b3S,2,9,ITABIRA,MG,13219.0,4089.0,8305.0,190.0,0,0,11565.0,4914.0,nan,571.0,0.0,25.0,0.0,0.0,0.0,597.0,-66.0,0.0,0.0,-37.0,-163.0,434.0,109.0,0.0,-227.0,-136.0,-5.0,0.0,50.0,-20.0,-228.0,206.0,1.0,206.0,-16.0,0.0,190.0,25.0,571.0,-37.0,-60.0,0.0,434.0,0.0,109.0,-227.0,-136.0,-5.0,0.0,50.0,-20.0,-228.0,206.0,-16.0,0.0,-60.0,,
165064,COOPERATIVA DE CRÉDITO DOS SERVIDORES PÚBLICOS MUNICIPAIS DE TIMÓTEO LTDA. - COOPERTIM,2023-09-01,20833976,nan,b3S,2,9,TIMOTEO,MG,13086.0,0.0,11747.0,365.0,0,0,8750.0,1338.0,nan,476.0,0.0,89.0,0.0,0.0,0.0,565.0,0.0,0.0,0.0,-40.0,-40.0,525.0,0.0,0.0,-86.0,-72.0,0.0,0.0,0.0,0.0,-158.0,366.0,-2.0,365.0,0.0,0.0,365.0,89.0,476.0,-40.0,0.0,0.0,525.0,0.0,0.0,-86.0,-72.0,0.0,0.0,0.0,0.0,-158.0,365.0,0.0,0.0,0.0,,
165065,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE POÇOS DE CALDAS LTDA. - COOPOÇOS,2023-09-01,41791005,nan,b3S,2,9,POCOS DE CALDAS,MG,13078.0,601.0,9680.0,3.0,0,0,9772.0,3398.0,nan,650.0,0.0,47.0,0.0,0.0,0.0,697.0,0.0,0.0,0.0,-16.0,-24.0,673.0,9.0,0.0,-263.0,-133.0,-2.0,0.0,24.0,-307.0,-671.0,2.0,2.0,4.0,1.0,0.0,3.0,47.0,650.0,-16.0,-8.0,0.0,673.0,0.0,9.0,-263.0,-133.0,-2.0,0.0,24.0,-307.0,-671.0,4.0,1.0,0.0,-8.0,,
165066,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA COMLURB LTDA,2023-09-01,29341260,nan,b3S,2,9,RIO DE JANEIRO,RJ,13049.0,0.0,12106.0,466.0,0,0,5425.0,943.0,nan,376.0,0.0,84.0,0.0,0.0,0.0,460.0,0.0,0.0,0.0,185.0,185.0,644.0,0.0,0.0,-189.0,-144.0,1.0,0.0,155.0,0.0,-178.0,466.0,0.0,466.0,0.0,0.0,466.0,84.0,376.0,185.0,0.0,0.0,644.0,0.0,0.0,-189.0,-144.0,1.0,0.0,155.0,0.0,-178.0,466.0,0.0,0.0,0.0,,
165067,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS APOSENTADOS, PENSIONISTAS E IDOSOS - SICOOB COOPERNAPI",2023-09-01,16564240,nan,b3S,2,9,SAO PAULO,SP,13022.0,9701.0,3112.0,-9.0,0,14,7418.0,9911.0,nan,390.0,0.0,187.0,0.0,0.0,0.0,577.0,0.0,0.0,0.0,-43.0,-231.0,346.0,24.0,23.0,-151.0,-201.0,-2.0,0.0,11.0,-58.0,-355.0,-9.0,0.0,-9.0,0.0,0.0,-9.0,187.0,390.0,-43.0,-188.0,0.0,346.0,23.0,24.0,-151.0,-201.0,-2.0,0.0,11.0,-58.0,-355.0,-9.0,0.0,0.0,-188.0,,
