,instituicao,data_base,codigo_bacen,conglomerado,tcb,tc,ti,cidade,uf,ativo_total,captacoes,patrimonio_liquido,lucro_liquido,numero_agencias,numero_postos_atendimento,carteira_credito,passivel_exigivel,Conglomerado Financeiro,Rendas de Operações de Crédito (a1),Rendas de Operações de Arrendamento Mercantil (a2),Rendas de Operações com TVM (a3),Rendas de Operações com Instrumentos Financeiros Derivativos (a4),Resultado de Operações de Câmbio (a5),Rendas de Aplicações Compulsórias (a6),Receitas de Intermediação Financeira (a) = (a1) + (a2) + (a3) + (a4) + (a5) + (a6),Despesas de Obrigações por Empréstimos e Repasses (b2),Despesas de Operações de Arrendamento Mercantil (b3),Resultado de Operações de Câmbio (b4),Resultado de Provisão para Créditos de Difícil Liquidação (b5),Despesas de Intermediação Financeira (b) = (b1) + (b2) + (b3) + (b4) + (b5),Resultado de Intermediação Financeira (c) = (a) + (b),Rendas de Prestação de Serviços (d1),Rendas de Tarifas Bancárias (d2),Despesas de Pessoal (d3),Despesas Administrativas (d4),Despesas Tributárias (d5),Resultado de Participações (d6),Outras Receitas Operacionais (d7),Outras Despesas Operacionais (d8),Outras Receitas/Despesas  Operacionais (d) = (d1) + (d2) + (d3) + (d4) + (d5) + (d6) + (d7) + (d8),Resultado Operacional (e) = (c) + (d),Resultado Não Operacional (f),"Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f)",Imposto de Renda e Contribuição Social (h),Participação nos Lucros (i),Lucro Líquido (j) = (g) + (h) + (i),Rendas de Títulos e Valores Mobiliários (b),Rendas de Operações de Crédito (c),Resultado com Perda Esperada (f),Despesa de Juros com Captações (g1),Resultado com Derivativos (i),resultado_intermediacao,Rendas de Tarifas Bancárias (m),Outras Rendas de Prestação de Serviços (n),Despesas de Pessoal (o),Despesas Administrativas (p),Despesas Tributárias (s),Resultado de Participações (t),Outras Receitas (u),Outras Despesas (v),outras_receitas_despesas,resultado_antes_impostos,impostos_ir_csll,participacoes_lucro,Despesa_Captacao_Total,cidade_bas,indice_basileia
171366,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO LORENZETTI,2024-09-01,44905255,nan,b3S,2,9,SAO PAULO,SP,10573.0,0.0,10225.0,229.0,0,0,2759.0,349.0,nan,118.0,0.0,188.0,0.0,0.0,0.0,306.0,0.0,0.0,0.0,-1.0,-1.0,305.0,0.0,0.0,-44.0,-29.0,0.0,0.0,0.0,-2.0,-75.0,229.0,0.0,229.0,0.0,0.0,229.0,188.0,118.0,-1.0,0.0,0.0,305.0,0.0,0.0,-44.0,-29.0,0.0,0.0,0.0,-2.0,-75.0,229.0,0.0,0.0,0.0,,
171367,COOPERATIVA DE CRÉDITO RURAL DOS PLANTADORES DE CANA DA REGIÃO DE IGARAPAVA,2024-09-01,52623311,nan,b3S,2,9,IGARAPAVA,SP,10376.0,0.0,8844.0,67.0,0,0,3369.0,1531.0,nan,82.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,24.0,24.0,105.0,0.0,0.0,-42.0,-63.0,-8.0,0.0,106.0,0.0,-7.0,98.0,0.0,98.0,-31.0,0.0,67.0,0.0,82.0,24.0,0.0,0.0,105.0,0.0,0.0,-42.0,-63.0,-8.0,0.0,106.0,0.0,-7.0,98.0,-31.0,0.0,0.0,,
171368,"DUFRIO FINANCEIRA, CRÉDITO, FINANCIAMENTO E INVESTIMENTOS S.A.",2024-09-01,35479592,DUFRIO CFI - PRUDENCIAL,n1,2,14,PORTO ALEGRE,RS,10356.0,0.0,10165.0,-429.0,2,0,5625.0,191.0,nan,534.0,0.0,73.0,0.0,0.0,0.0,606.0,0.0,0.0,0.0,-147.0,-147.0,460.0,0.0,0.0,-277.0,-584.0,-28.0,0.0,0.0,0.0,-889.0,-429.0,0.0,-429.0,0.0,0.0,-429.0,73.0,534.0,-147.0,0.0,0.0,460.0,0.0,0.0,-277.0,-584.0,-28.0,0.0,0.0,0.0,-889.0,-429.0,0.0,0.0,0.0,PORTO ALEGRE,74.59
171369,NOSSA TERRA COOPERATIVA DE CRÉDITO DOS EMPREGADOS DAS EMPRESAS DE AGRONEGÓCIO E AFINS,2024-09-01,49204605,nan,b3S,2,9,CAJATI,SP,10303.0,0.0,9773.0,52.0,0,0,4714.0,531.0,nan,231.0,0.0,78.0,0.0,0.0,0.0,309.0,0.0,0.0,0.0,18.0,18.0,326.0,1.0,0.0,-150.0,-126.0,1.0,0.0,2.0,0.0,-275.0,52.0,0.0,52.0,0.0,0.0,52.0,78.0,231.0,18.0,0.0,0.0,326.0,0.0,1.0,-150.0,-126.0,1.0,0.0,2.0,0.0,-275.0,52.0,0.0,0.0,0.0,,
171370,SOCIALCRED S/A - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE,2024-09-01,4316357,SOCIALCRED S/A SCMEPP - PRUDENCIAL,n1,2,10,RIO DE JANEIRO,RJ,10299.0,0.0,9619.0,-24.0,2,0,9515.0,681.0,nan,720.0,0.0,7.0,0.0,0.0,0.0,727.0,0.0,0.0,0.0,-128.0,-128.0,599.0,75.0,0.0,-290.0,-254.0,-37.0,0.0,0.0,-94.0,-600.0,1.0,0.0,1.0,-23.0,0.0,-24.0,7.0,720.0,-128.0,0.0,0.0,599.0,0.0,75.0,-290.0,-254.0,-37.0,0.0,0.0,-94.0,-600.0,1.0,-23.0,0.0,0.0,RIO DE JANEIRO,59.88
171371,SUDACRED SOCIEDADE DE CRÉDITO DIRETO S.A.,2024-09-01,20251847,SUDACRED SCD - PRUDENCIAL,n1,2,43,CURITIBA,PR,10242.0,0.0,8800.0,402.0,2,0,9518.0,1443.0,nan,1507.0,0.0,18.0,0.0,0.0,0.0,1525.0,0.0,0.0,0.0,-685.0,-685.0,840.0,1349.0,0.0,-403.0,-1096.0,-104.0,0.0,3.0,0.0,-251.0,589.0,0.0,589.0,-187.0,0.0,402.0,18.0,1507.0,-685.0,0.0,0.0,840.0,0.0,1349.0,-403.0,-1096.0,-104.0,0.0,3.0,0.0,-251.0,589.0,-187.0,0.0,0.0,CURITIBA,88.87
171372,RAPIDIUM SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE S.A.,2024-09-01,40269467,RAPIDIUM SCMEPP - PRUDENCIAL,n1,2,10,TOLEDO,PR,10113.0,4937.0,4563.0,64.0,2,0,9763.0,5550.0,nan,1171.0,0.0,40.0,0.0,0.0,0.0,1211.0,-193.0,0.0,0.0,-339.0,-532.0,679.0,330.0,62.0,-118.0,-505.0,-71.0,0.0,0.0,-114.0,-416.0,263.0,0.0,263.0,-199.0,0.0,64.0,40.0,1171.0,-339.0,0.0,0.0,679.0,62.0,330.0,-118.0,-505.0,-71.0,0.0,0.0,-114.0,-416.0,263.0,-199.0,0.0,0.0,TOLEDO,54.03
171373,CREDI-SHOP - SOCIEDADE DE CRÉDITO DIRETO S.A.,2024-09-01,54733010,CREDI SHOP S.A. - PRUDENCIAL,n1,2,43,TERESINA,PI,10073.0,0.0,10001.0,154.0,2,0,5.0,72.0,nan,1.0,0.0,338.0,0.0,0.0,0.0,339.0,0.0,0.0,0.0,0.0,0.0,339.0,0.0,0.0,-22.0,-70.0,0.0,0.0,0.0,0.0,-92.0,247.0,0.0,247.0,-93.0,0.0,154.0,338.0,1.0,0.0,0.0,0.0,339.0,0.0,0.0,-22.0,-70.0,0.0,0.0,0.0,0.0,-92.0,247.0,-93.0,0.0,0.0,TERESINA,29.82
171374,EXIM CORRETORA DE CAMBIO LTDA,2024-09-01,73302408,EXIM CC LTDA - PRUDENCIAL,n2,2,21,PORTO ALEGRE,RS,10045.0,0.0,1693.0,177.0,2,0,0.0,8353.0,nan,0.0,0.0,0.0,0.0,606.0,0.0,606.0,0.0,0.0,0.0,0.0,0.0,606.0,579.0,0.0,-268.0,-541.0,-86.0,0.0,0.0,0.0,-315.0,291.0,-27.0,264.0,-88.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,606.0,0.0,579.0,-268.0,-541.0,-86.0,0.0,0.0,0.0,-315.0,264.0,-88.0,0.0,0.0,PORTO ALEGRE,17.16
171375,A27 INSTITUICAO DE PAGAMENTOS S/A,2024-09-01,35534511,A27 IP - PRUDENCIAL,n4,2,41,FLORES DA CUNHA,RS,9878.0,4681.0,5182.0,-111.0,1,0,0.0,4696.0,nan,0.0,0.0,219.0,0.0,0.0,0.0,219.0,0.0,0.0,0.0,0.0,0.0,219.0,57.0,0.0,-3.0,-414.0,-17.0,0.0,0.0,0.0,-376.0,-157.0,0.0,-157.0,46.0,0.0,-111.0,219.0,0.0,0.0,0.0,0.0,219.0,0.0,57.0,-3.0,-414.0,-17.0,0.0,0.0,0.0,-376.0,-157.0,46.0,0.0,0.0,FLORES DA CUNHA,76.49
171376,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA PILKINGTON BRASIL,2024-09-01,2104058,nan,b3S,2,9,CACAPAVA,SP,9545.0,0.0,9385.0,224.0,0,0,6120.0,160.0,nan,372.0,0.0,99.0,0.0,0.0,0.0,471.0,0.0,0.0,0.0,-6.0,-6.0,465.0,0.0,0.0,-161.0,-79.0,1.0,0.0,0.0,1.0,-242.0,224.0,0.0,224.0,0.0,0.0,224.0,99.0,372.0,-6.0,0.0,0.0,465.0,0.0,0.0,-161.0,-79.0,1.0,0.0,0.0,1.0,-242.0,224.0,0.0,0.0,0.0,,
171377,LABOR SOCIEDADE CORRETORA DE CÂMBIO LTDA.,2024-09-01,6132348,LABOR CC - PRUDENCIAL,n2,2,21,RECIFE,PE,9497.0,0.0,6732.0,-131.0,12,0,0.0,2765.0,nan,0.0,0.0,0.0,0.0,1527.0,0.0,1527.0,0.0,0.0,0.0,0.0,0.0,1527.0,140.0,0.0,-853.0,-1250.0,-104.0,0.0,547.0,0.0,-1519.0,8.0,0.0,8.0,-139.0,0.0,-131.0,0.0,0.0,0.0,0.0,0.0,1527.0,0.0,140.0,-853.0,-1250.0,-104.0,0.0,547.0,0.0,-1519.0,8.0,-139.0,0.0,0.0,RECIFE,36.66
171378,COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DA SEGURANÇA PÚBLICA DE SÃO PAULO - CREDIAFAM,2024-09-01,4804353,nan,b3S,2,9,SAO PAULO,SP,9361.0,0.0,8774.0,160.0,0,0,3494.0,587.0,nan,316.0,0.0,155.0,0.0,0.0,0.0,471.0,0.0,0.0,0.0,-4.0,-4.0,467.0,0.0,0.0,-217.0,-86.0,0.0,0.0,0.0,-4.0,-307.0,160.0,0.0,160.0,0.0,0.0,160.0,155.0,316.0,-4.0,0.0,0.0,467.0,0.0,0.0,-217.0,-86.0,0.0,0.0,0.0,-4.0,-307.0,160.0,0.0,0.0,0.0,,
171379,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA SECRETARIA DE DEFESA SOCIAL DO ESTADO DE MINAS GERAIS LTDA. - COOPSESP,2024-09-01,5746715,nan,b3S,2,9,BELO HORIZONTE,MG,9276.0,0.0,8481.0,23.0,0,0,4866.0,795.0,nan,222.0,0.0,119.0,0.0,0.0,0.0,342.0,0.0,0.0,0.0,-18.0,-18.0,324.0,0.0,0.0,-197.0,-122.0,0.0,0.0,20.0,-1.0,-301.0,23.0,0.0,23.0,0.0,0.0,23.0,119.0,222.0,-18.0,0.0,0.0,324.0,0.0,0.0,-197.0,-122.0,0.0,0.0,20.0,-1.0,-301.0,23.0,0.0,0.0,0.0,,
171380,SAYGO CORRETORA DE CÂMBIO S.A.,2024-09-01,40333582,SAYGO CC - PRUDENCIAL,n2,2,21,JUNDIAI,SP,9263.0,154.0,1054.0,-30.0,2,0,0.0,8209.0,nan,0.0,0.0,0.0,0.0,991.0,0.0,991.0,-2.0,0.0,0.0,0.0,-2.0,989.0,0.0,0.0,-280.0,-692.0,-46.0,0.0,0.0,0.0,-1018.0,-30.0,0.0,-30.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,989.0,0.0,0.0,-280.0,-692.0,-46.0,0.0,0.0,0.0,-1018.0,-30.0,0.0,0.0,0.0,JUNDIAI,14.03
171381,CAMBIONET CORRETORA DE CÂMBIO LTDA.,2024-09-01,14190547,CAMBIONET CC LTDA - PRUDENCIAL,n2,2,21,PORTO ALEGRE,RS,9119.0,0.0,3383.0,-65.0,4,0,0.0,5736.0,nan,0.0,0.0,112.0,0.0,1673.0,0.0,1785.0,0.0,0.0,0.0,0.0,0.0,1785.0,118.0,0.0,-223.0,-1290.0,-89.0,0.0,0.0,-92.0,-1575.0,210.0,-275.0,-65.0,0.0,0.0,-65.0,112.0,0.0,0.0,0.0,0.0,1785.0,0.0,118.0,-223.0,-1290.0,-89.0,0.0,0.0,-92.0,-1575.0,-65.0,0.0,0.0,0.0,PORTO ALEGRE,24.03
171382,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES NAS INDÚSTRIAS DE EXTRAÇÃO DE FERRO E METAIS BÁSICOS DA REGIÃO DE CONGONHAS LTDA. - COOFERSE,2024-09-01,71384697,nan,b3S,2,9,CONGONHAS,MG,9102.0,0.0,8111.0,146.0,0,0,7483.0,991.0,nan,346.0,0.0,15.0,0.0,0.0,0.0,361.0,0.0,0.0,0.0,-1.0,-1.0,360.0,0.0,0.0,-72.0,-141.0,0.0,0.0,6.0,-7.0,-214.0,146.0,0.0,146.0,0.0,0.0,146.0,15.0,346.0,-1.0,0.0,0.0,360.0,0.0,0.0,-72.0,-141.0,0.0,0.0,6.0,-7.0,-214.0,146.0,0.0,0.0,0.0,,
171383,COOPERATIVA DE CRÉDITO RURAL DO AGRESTE ALAGOANO - COOPERAGRE,2024-09-01,8482873,nan,b3S,2,9,IGACI,AL,9029.0,4321.0,4380.0,-138.0,0,0,8570.0,4649.0,nan,375.0,0.0,37.0,0.0,0.0,0.0,411.0,0.0,0.0,0.0,-423.0,-432.0,-21.0,29.0,1.0,-29.0,-118.0,0.0,0.0,0.0,0.0,-118.0,-138.0,0.0,-138.0,0.0,0.0,-138.0,37.0,375.0,-423.0,-9.0,0.0,-21.0,1.0,29.0,-29.0,-118.0,0.0,0.0,0.0,0.0,-118.0,-138.0,0.0,0.0,-9.0,,
171384,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FACULDADE DE CIÊNCIAS AGRÁRIAS E VETERINÁRIAS - CAMPUS DE JABOTICABAL/SP - COOPERFAC,2024-09-01,57259525,nan,b3S,2,9,JABOTICABAL,SP,8923.0,0.0,8319.0,114.0,0,0,8269.0,604.0,nan,376.0,0.0,17.0,0.0,0.0,0.0,393.0,0.0,0.0,0.0,0.0,0.0,393.0,0.0,0.0,-182.0,-94.0,1.0,0.0,0.0,0.0,-276.0,117.0,3.0,120.0,1.0,-5.0,114.0,17.0,376.0,0.0,0.0,0.0,393.0,0.0,0.0,-182.0,-94.0,1.0,0.0,0.0,0.0,-276.0,120.0,1.0,-5.0,0.0,,
171385,ZM SOCIEDADE DE CRÉDITO DIRETO S.A.,2024-09-01,49947715,ZM SCD PRUDENCIAL,n1,2,43,AGUAS LINDAS DE GOIAS,GO,8898.0,0.0,7575.0,273.0,2,0,6796.0,1323.0,nan,2025.0,0.0,40.0,0.0,0.0,0.0,2065.0,0.0,0.0,0.0,-436.0,-436.0,1630.0,0.0,0.0,0.0,-731.0,-96.0,0.0,0.0,-68.0,-895.0,735.0,0.0,735.0,-462.0,0.0,273.0,40.0,2025.0,-436.0,0.0,0.0,1630.0,0.0,0.0,0.0,-731.0,-96.0,0.0,0.0,-68.0,-895.0,735.0,-462.0,0.0,0.0,AGUAS LINDAS DE GOIAS,95.06
171386,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS ELETRICITÁRIOS E DOS TRABALHADORES DAS EMPRESAS DO SETOR DE ENERGIA - COOPCRECE,2024-09-01,92825397,nan,b3S,2,9,PORTO ALEGRE,RS,8882.0,6210.0,2175.0,-121.0,0,1,7391.0,6707.0,nan,739.0,0.0,-128.0,0.0,0.0,0.0,612.0,0.0,0.0,0.0,0.0,-228.0,384.0,9.0,41.0,-470.0,-257.0,0.0,0.0,195.0,-23.0,-504.0,-121.0,0.0,-121.0,0.0,0.0,-121.0,-128.0,739.0,0.0,-228.0,0.0,384.0,41.0,9.0,-470.0,-257.0,0.0,0.0,195.0,-23.0,-504.0,-121.0,0.0,0.0,-228.0,,
171387,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO DISTRITO FEDERAL LTDA. - COOSERVCRED,2024-09-01,778858,nan,b3S,2,9,BRASILIA,DF,8868.0,2745.0,5398.0,41.0,0,0,7769.0,3470.0,nan,453.0,0.0,0.0,0.0,0.0,0.0,453.0,0.0,0.0,0.0,-2.0,-103.0,351.0,0.0,0.0,-306.0,-99.0,0.0,0.0,81.0,0.0,-324.0,27.0,14.0,41.0,0.0,0.0,41.0,0.0,453.0,-2.0,-100.0,0.0,351.0,0.0,0.0,-306.0,-99.0,0.0,0.0,81.0,0.0,-324.0,41.0,0.0,0.0,-100.0,,
171388,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO AVIBRAS - COOPER AVIBRAS,2024-09-01,43268960,nan,b3S,2,9,JACAREI,SP,8844.0,0.0,7875.0,-30.0,0,0,504.0,970.0,nan,57.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,1.0,1.0,58.0,0.0,0.0,-42.0,-48.0,0.0,0.0,4.0,1.0,-87.0,-30.0,0.0,-30.0,0.0,0.0,-30.0,0.0,57.0,1.0,0.0,0.0,58.0,0.0,0.0,-42.0,-48.0,0.0,0.0,4.0,1.0,-87.0,-30.0,0.0,0.0,0.0,,
171389,MONOPÓLIO CORRETORA DE CÂMBIO LTDA.,2024-09-01,34666362,MONOPÓLIO CC - PRUDENCIAL,n2,2,21,BELEM,PA,8773.0,0.0,5133.0,131.0,2,0,0.0,3640.0,nan,0.0,0.0,5.0,0.0,900.0,0.0,905.0,0.0,0.0,0.0,0.0,0.0,905.0,3.0,0.0,-213.0,-441.0,-42.0,0.0,0.0,-6.0,-699.0,207.0,0.0,207.0,-76.0,0.0,131.0,5.0,0.0,0.0,0.0,0.0,905.0,0.0,3.0,-213.0,-441.0,-42.0,0.0,0.0,-6.0,-699.0,207.0,-76.0,0.0,0.0,BELEM,42.17
171390,G5 SOCIEDADE DE CRÉDITO DIRETO S.A.,2024-09-01,51212088,G5 SCD - PRUDENCIAL,n1,2,43,SAO JOSE,SC,8764.0,0.0,8754.0,-242.0,2,0,1997.0,10.0,nan,-125.0,0.0,213.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,-5.0,-5.0,84.0,101.0,0.0,-31.0,-372.0,-23.0,0.0,0.0,1.0,-325.0,-242.0,0.0,-242.0,0.0,0.0,-242.0,213.0,-125.0,-5.0,0.0,0.0,84.0,0.0,101.0,-31.0,-372.0,-23.0,0.0,0.0,1.0,-325.0,-242.0,0.0,0.0,0.0,SAO JOSE,104.16
171391,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO TELEFÔNICA,2024-09-01,57598120,nan,b3S,2,9,SAO PAULO,SP,8732.0,0.0,8203.0,191.0,0,0,8111.0,529.0,nan,708.0,0.0,14.0,0.0,0.0,0.0,721.0,0.0,0.0,0.0,-91.0,-91.0,630.0,0.0,0.0,-301.0,-137.0,-2.0,0.0,0.0,0.0,-439.0,191.0,0.0,191.0,0.0,0.0,191.0,14.0,708.0,-91.0,0.0,0.0,630.0,0.0,0.0,-301.0,-137.0,-2.0,0.0,0.0,0.0,-439.0,191.0,0.0,0.0,0.0,,
171392,HSCM - SOCIEDADE DE CRÉDITO AO MICROEMPREENDEDOR E À EMPRESA DE PEQUENO PORTE LTDA.,2024-09-01,7693858,HSCM SCMEPP LTDA. - PRUDENCIAL,n1,2,10,IBIA,MG,8708.0,0.0,6969.0,199.0,2,0,6581.0,1738.0,nan,416.0,0.0,53.0,0.0,0.0,0.0,469.0,0.0,0.0,0.0,-18.0,-18.0,451.0,0.0,25.0,-72.0,-90.0,-18.0,0.0,7.0,-2.0,-150.0,301.0,0.0,301.0,-102.0,0.0,199.0,53.0,416.0,-18.0,0.0,0.0,451.0,25.0,0.0,-72.0,-90.0,-18.0,0.0,7.0,-2.0,-150.0,301.0,-102.0,0.0,0.0,IBIA,118.42
171393,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO ALIANÇA - COOPERNITRO,2024-09-01,52935442,nan,b3S,2,9,SAO PAULO,SP,8702.0,0.0,8464.0,196.0,0,0,7718.0,238.0,nan,362.0,0.0,21.0,0.0,0.0,0.0,384.0,0.0,0.0,0.0,-29.0,-29.0,355.0,0.0,0.0,-10.0,-137.0,0.0,0.0,0.0,-12.0,-159.0,196.0,0.0,196.0,0.0,0.0,196.0,21.0,362.0,-29.0,0.0,0.0,355.0,0.0,0.0,-10.0,-137.0,0.0,0.0,0.0,-12.0,-159.0,196.0,0.0,0.0,0.0,,
171394,CRETOVALE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DA VALE,2024-09-01,28145589,nan,b3S,2,9,VITORIA,ES,8653.0,0.0,7526.0,73.0,0,1,5799.0,1127.0,nan,376.0,0.0,86.0,0.0,0.0,0.0,462.0,0.0,0.0,0.0,-31.0,-31.0,432.0,0.0,0.0,-335.0,-151.0,-5.0,0.0,152.0,-20.0,-359.0,73.0,0.0,73.0,0.0,0.0,73.0,86.0,376.0,-31.0,0.0,0.0,432.0,0.0,0.0,-335.0,-151.0,-5.0,0.0,152.0,-20.0,-359.0,73.0,0.0,0.0,0.0,,
171395,TRINUS CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.,2024-09-01,2276653,TRINUS CAPITAL DTVM - PRUDENCIAL,n2,2,16,GOIANIA,GO,8638.0,0.0,6550.0,1645.0,2,0,0.0,2089.0,52223.0,0.0,0.0,68.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,68.0,102.0,0.0,-197.0,-871.0,-171.0,0.0,3389.0,-6.0,2246.0,2314.0,0.0,2314.0,-669.0,0.0,1645.0,68.0,0.0,0.0,0.0,0.0,68.0,0.0,102.0,-197.0,-871.0,-171.0,0.0,3389.0,-6.0,2246.0,2314.0,-669.0,0.0,0.0,GOIANIA,78.74
171396,NIKOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.,2024-09-01,87963450,NIKOS DTVM - PRUDENCIAL,n2,2,16,RIO DE JANEIRO,RJ,8562.0,0.0,5542.0,-1482.0,2,0,0.0,3020.0,nan,0.0,0.0,1059.0,0.0,0.0,0.0,1059.0,-215.0,0.0,0.0,0.0,-215.0,844.0,2021.0,0.0,-1369.0,-2727.0,-184.0,0.0,0.0,0.0,-2258.0,-1415.0,166.0,-1249.0,0.0,-233.0,-1482.0,1059.0,0.0,0.0,0.0,0.0,844.0,0.0,2021.0,-1369.0,-2727.0,-184.0,0.0,0.0,0.0,-2258.0,-1249.0,0.0,-233.0,0.0,RIO DE JANEIRO,44.96
171397,PENTAGONO S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,2024-09-01,17343682,PENTAGONO S/A DTVM - PRUDENCIAL,n2,2,16,RIO DE JANEIRO,RJ,8554.0,0.0,4219.0,1986.0,3,0,0.0,4335.0,nan,0.0,0.0,156.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,156.0,6479.0,0.0,-1744.0,-945.0,-632.0,0.0,0.0,0.0,3157.0,3314.0,0.0,3314.0,-1324.0,-4.0,1986.0,156.0,0.0,0.0,0.0,0.0,156.0,0.0,6479.0,-1744.0,-945.0,-632.0,0.0,0.0,0.0,3157.0,3314.0,-1324.0,-4.0,0.0,RIO DE JANEIRO,17.53
171398,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA EATON,2024-09-01,73077398,nan,b3S,2,9,VALINHOS,SP,8548.0,0.0,8059.0,44.0,0,0,4579.0,489.0,nan,282.0,0.0,45.0,0.0,0.0,0.0,327.0,0.0,0.0,0.0,-18.0,-18.0,309.0,0.0,0.0,-111.0,-128.0,1.0,0.0,0.0,-8.0,-248.0,61.0,0.0,61.0,0.0,-18.0,44.0,45.0,282.0,-18.0,0.0,0.0,309.0,0.0,0.0,-111.0,-128.0,1.0,0.0,0.0,-8.0,-248.0,61.0,0.0,-18.0,0.0,,
171399,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA MORLAN - CRED MORLAN,2024-09-01,731320,nan,b3S,2,9,ORLANDIA,SP,8531.0,0.0,8377.0,278.0,0,0,6959.0,154.0,nan,324.0,0.0,21.0,0.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,0.0,345.0,0.0,0.0,-5.0,-61.0,0.0,0.0,0.0,-1.0,-67.0,278.0,0.0,278.0,0.0,0.0,278.0,21.0,324.0,0.0,0.0,0.0,345.0,0.0,0.0,-5.0,-61.0,0.0,0.0,0.0,-1.0,-67.0,278.0,0.0,0.0,0.0,,
171400,ONCRED - SOCIEDADE DE CRÉDITO DIRETO S.A.,2024-09-01,44650156,ONCRED SCD - PRUDENCIAL,n1,2,43,SAO CAETANO DO SUL,SP,8483.0,0.0,7323.0,379.0,2,0,9494.0,1159.0,nan,2796.0,0.0,15.0,0.0,0.0,0.0,2811.0,0.0,0.0,0.0,-1098.0,-1098.0,1713.0,0.0,94.0,-18.0,-501.0,-145.0,0.0,112.0,-479.0,-938.0,775.0,0.0,775.0,-396.0,0.0,379.0,15.0,2796.0,-1098.0,0.0,0.0,1713.0,94.0,0.0,-18.0,-501.0,-145.0,0.0,112.0,-479.0,-938.0,775.0,-396.0,0.0,0.0,SAO CAETANO DO SUL,90.36
171401,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES DA EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS LTDA,2024-09-01,42100982,nan,b3S,2,9,RIO DE JANEIRO,RJ,8437.0,289.0,7941.0,13.0,0,1,2393.0,496.0,nan,268.0,0.0,0.0,0.0,0.0,0.0,268.0,0.0,0.0,0.0,-98.0,-98.0,170.0,0.0,0.0,-370.0,191.0,1.0,0.0,0.0,-24.0,-203.0,-33.0,46.0,13.0,0.0,0.0,13.0,0.0,268.0,-98.0,0.0,0.0,170.0,0.0,0.0,-370.0,191.0,1.0,0.0,0.0,-24.0,-203.0,13.0,0.0,0.0,0.0,,
171402,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ELGIN,2024-09-01,45045671,nan,b3S,2,9,MOGI DAS CRUZES,SP,8338.0,0.0,7980.0,225.0,0,0,5851.0,357.0,nan,445.0,0.0,19.0,0.0,0.0,0.0,464.0,0.0,0.0,0.0,-11.0,-11.0,453.0,5.0,0.0,-94.0,-128.0,1.0,0.0,0.0,-10.0,-228.0,226.0,0.0,226.0,1.0,0.0,225.0,19.0,445.0,-11.0,0.0,0.0,453.0,0.0,5.0,-94.0,-128.0,1.0,0.0,0.0,-10.0,-228.0,226.0,1.0,0.0,0.0,,
