Instituição;Código;TCB;SR;TD;TC;Cidade;UF;Data;Patrimônio de Referência para Comparação com o RWA;;;;;Ativos Ponderados pelo Risco (RWA);;;;;;;;Exposição Total (j);Índice de Capital Principal (k) = (a) / (i);Índice de Capital Nível I (l) = (c) / (i);Índice de Basileia (m) = (e) / (i);Razão de Alavancagem (n) = (c) / (j);Índice de Imobilização (o);
;;;;;;;;;Patrimônio de Referência Nível I para Comparação com RWA;;;Capital Nível II (d);Patrimônio de Referência para Comparação com o RWA (e) = (c) + (d);RWA para Risco de Crédito (f);RWA para Risco de Mercado;;;;;RWA para Risco Operacional (h);Ativos Ponderados pelo Risco (RWA) (i) = (f) + (g) + (h);;;;;;;
;;;;;;;;;Capital Principal para Comparação com RWA (a);Capital Complementar (b);Patrimônio de Referência Nível I para Comparação com RWA (c) = (a) + (b);;;;RWAcam (g1);RWAcom (g2);RWAjur (g3);RWAacs (g4);RWA para Risco de Mercado (g) = (g1) + (g2) + (g3) + (g4);;;;;;;;;
CECM COMERCIANTES MATERIAIS CONSTRUCAO CAMPO BELO LTDA;2377718;b3S;;I;2;CAMPO BELO;MG;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCMF DA JUNTA COMERCIAL DO ESTADO DA PARAIBA LTDA;2380717;b3S;;I;2;JOAO PESSOA;PB;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECMS DA SSP DO ESTADO DO RIO GRANDE DO NORTE LTDA -CREDIPOL;2382755;b3S;;I;2;NATAL;RN;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECM DOS MEDICOS DA REGIAO NORTE DO PARANA;2398976;b3S;;I;2;LONDRINA;PR;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECMF DO SISTEMA FIESC;2405189;b3S;;I;2;FLORIANOPOLIS;SC;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCM DOS CORRETORES DE IMOVEIS DE JOAO PESSOA - CREDICOLIBRI;2406781;b3S;;I;2;JOAO PESSOA;PB;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECMS PUBLICOS MUNICIPAIS CONTAGEM LTDA.;2407689;b3S;;I;2;CONTAGEM;MG;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECM DOS PROFISSIONAIS DA AREA DE SAUDE DE FRANCISCO BELTRAO;2412022;b3S;;I;2;FRANCISCO BELTRAO;PR;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECMF DO ELETROBUS;2412501;b3S;;I;2;SAO PAULO;SP;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECME DAS EMPRESAS BERTILLON;2413228;b3S;;I;2;BELEM;PA;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECME INSTITUICOES ENSINO SUPERIOR SUL MINAS LTDA.;2414044;b3S;;I;2;ALFENAS;MG;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCR EUNAPOLIS LTDA - SICOOB EUNAPOLIS;2417755;b3S;;I;2;EUNAPOLIS;BA;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCM DOS COMERCIANTES DE CONFECCOES DE CUPIRA;2426053;b3S;;I;2;CUPIRA;PE;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCR CORREGO FUNDO LTDA;2426738;b3S;;I;2;CORREGO FUNDO;MG;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECM ODONTOLOGOS BH REGIAO METROPOLITANA LTDA.;2433766;b3S;;I;2;BELO HORIZONTE;MG;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCRIS DE CORONEL VIVIDA - CRESOL CORONEL VIVIDA;2446089;b3S;;I;2;CORONEL VIVIDA;PR;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCR TEIXEIRA DE FREITAS LTDA.;2447120;b3S;;I;2;TEIXEIRA DE FREITAS;BA;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECME DO COLEGIO SANTO INACIO - COESI;2447184;b3S;;I;2;RIO DE JANEIRO;RJ;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCRIS DE CASCAVEL - CRESOL DE CASCAVEL;2448310;b3S;;I;2;CASCAVEL;PR;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCR DE RIO RUFINO;2448839;b3S;;I;2;RIO RUFINO;SC;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECMS PUBLICOS MUNICIPAIS CURVELO LTDA.;2454082;b3S;;I;2;CURVELO;MG;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COMERCIANTES DE CONFECÇÕES DO VESTUÁRIO DE TIMÓTEO LTDA.;2461825;b3S;;I;2;TIMOTEO;MG;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECM MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DE BAGE;2463485;b3S;;I;2;BAGE;RS;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECM DOS MEDICOS E DEMAIS PROF.DA SAUDE DE ARARUAMA LTDA;2466014;b3S;;I;2;ARARUAMA;RJ;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECM COMERCIANTES CONFECCOES VALE DO ACO LTDA.;2466363;b3S;;I;2;CORONEL FABRICIANO;MG;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCM DOS COMERCIANTES DE CONFECCOES DE FRANCISCO BELTRAO;2466552;b3S;;I;2;FRANCISCO BELTRAO;PR;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCECM DAS UNICREDS DA AMAZONIA OCIDENTAL LTDA;2470935;b3C;;I;2;MANAUS;AM;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECMS DA SECRET. DA FAZENDA NO EST.DO ESP.SANTO-COOPFISCO;2475222;b3S;;I;2;VITORIA;ES;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECM ADVOGADOS DE GOIANIA LTDA;2480577;b3S;;I;2;GOIANIA;GO;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE TURVO - CRESOL TURVO;2483330;b3S;;I;2;TURVO;PR;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCM DOS POLICIAIS FEDERAIS EM ALAGOAS - FEDERALCRED;2493000;b3S;;I;2;MACEIO;AL;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCF DO GRUPO TERMOMECANICA COOPERTERMO;2495863;b3S;;I;2;SAO BERNARDO DO CAMPO;SP;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCF DA TORTUGA;2498151;b3S;;I;2;SAO PAULO;SP;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCRIS DE CHOPINZINHO - CRESOL CHOPINZINHO;2511232;b3S;;I;2;CHOPINZINHO;PR;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECMT SEGUROS DE BH REGIAO METROPOLITANA LTDA.;2516826;b3S;;I;2;BELO HORIZONTE;MG;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DO MINISTÉRIO  DO TRABALHO EM MINAS GERAIS LTDA.;2525045;b3S;;I;2;BELO HORIZONTE;MG;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECM. DOS SERVIDORES MUNICIPAIS DE VITORIA DA CONQUISTA LTDA;2528151;b3S;;I;2;VITORIA DA CONQUISTA;BA;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECMF DA CAMBRIDGE INDUSTRIAL DO BRASIL;2541707;b3S;;I;2;RIO CLARO;SP;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECMF DA INDUSTRIA MINERADORA DE BRUMADO E MICRO REGIAO LTDA;2558287;b3S;;I;2;BRUMADO;BA;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECMF DA USINA SAO MARTINHO - USICRED;2562412;b3S;;I;2;PRADOPOLIS;SP;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCRIS DE HONORIO SERPA - CRESOL HONORIO SERPA;2565350;b3S;;I;2;HONORIO SERPA;PR;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECMF DA CONSTRUCAO CIVIL DO EST.DO ESPIRITO SANTO-CREDICON;2577030;b3S;;I;2;VITORIA;ES;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECM MEDICOS DEMAIS PROFISSIONAIS SAUDE PATOS DE MINAS LTDA;2582212;b3S;;I;2;PATOS DE MINAS;MG;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCR URUBICI - CREDIARAUCARIA;2587492;b3S;;I;2;URUBICI;SC;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCECM DAS UNICREDS DO ESTADO DE MATO GROSSO DO SUL LTDA;2588604;b3C;;I;2;CAMPO GRANDE;MS;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECMC UNIAO BRASILEIRA EDUCACAO ENSINO LTDA.;2588819;b3S;;I;2;BELO HORIZONTE;MG;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECM MEDICOS E DEMAIS PROF SAUDE NE BAHIA LTDA-UNICRED NE BA;2602922;b3S;;I;2;FEIRA DE SANTANA;BA;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECM ENGENHEIROS BH REGIAO METROPOLITANA BH LTDA.;2606305;b3S;;I;2;BELO HORIZONTE;MG;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECM DOS MEDICOS DE SANTA MARIA LTDA;2641032;b3S;;I;2;SANTA MARIA;RS;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCR NOVA TRENTO;2641969;b3S;;I;2;NOVA TRENTO;SC;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE PITANGA - CRESOL PITANGA;2645093;b3S;;I;2;PITANGA;PR;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECMM E DEMAIS PROF NIV SUP SAUDE REG ARARAS- UNICRED ARARAS;2647564;b3S;;I;2;ARARAS;SP;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCR C/INTERACAO SOLIDARIA DE CONSTANTINA-CRESOL CONSTANTINA.;2663426;b3S;;I;2;CONSTANTINA;RS;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECMS MIN.PLANEJAMENTO,EDUC,DESENV,IND CO,INT.NAC-COOPERPLAN;2674113;b3S;;I;2;BRASILIA;DF;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCR DO SUL DO PARA;2685487;b3S;;I;2;SAO FELIX DO XINGU;PA;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECMS ESTADUAIS DO PODER EXECUTIVO DO ESTADO DE RONDONIA;2691100;b3S;;I;2;PORTO VELHO;RO;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS CERAMISTAS DE MONTE CARMELO E REGIÃO LTDA.;2694102;b3S;;I;2;MONTE CARMELO;MG;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
EDUCATIVA - CECM PROFESSORES SEC. EDUCACAO E ESP. EST. PE;2695381;b3S;;I;2;RECIFE;PE;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCRIS DE FRANCISCO BELTRAO - CRESOL FRANCISCO BELTRAO;2698001;b3S;;I;2;FRANCISCO BELTRAO;PR;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECM PROFISSIONAIS AREA SAUDE CURSO SUPERIOR SUL MINAS LTDA.;2711134;b3S;;I;2;VARGINHA;MG;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECMS DA POLICIA MILITAR DO DISTRITO FEDERAL;2719550;b3S;;I;2;BRASILIA;DF;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCE CIMPOR BRASIL;2721419;b3S;;I;2;SAO PAULO;SP;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CREDIPM-CECMS PUB.MILITARES E CIVIS SEG.PUB.EST.RJ;2723075;b3S;;I;2;RIO DE JANEIRO;RJ;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECME FUNDACAO ARTHUR BERNARDES LTDA;2738981;b3S;;I;2;VICOSA;MG;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECM INDUSTRIAIS SETOR METAL MECANICO VALE DO ACO LTDA;2747661;b3S;;I;2;IPATINGA;MG;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCS PUBLICOS ESTADUAIS DO MUNICIPIO DE SP E MUN LIMITROFES;2750363;b3S;;I;2;SAO PAULO;SP;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COMERCIANTES DE CONFECÇÕES DO VESTUÁRIO DAS TERRAS ALTAS DA MANTIQUEIRA LTDA.;2753207;b3S;;I;2;PASSA QUATRO;MG;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECMS DO SISTEMA FECOMERCIO DO DISTRITO FEDERAL;2758657;b3S;;I;2;BRASILIA;DF;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECM COMERCIANTES CONFECCOES UBA LTDA.;2759121;b3S;;I;2;UBA;MG;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCS PUBLICOS MUNICIPAIS DE PAULINIA - PAULICRED;2763730;b3S;;I;2;PAULINIA;SP;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCR SAO JOAQUIM;2766672;b3S;;I;2;SAO JOAQUIM;SC;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECM DOS SERVIDORES PUBLICOS MUNICIPAIS DE JOINVILLE;2780020;b3S;;I;2;JOINVILLE;SC;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECM MICROS E PEQ.COMERCIANTES CONFECC.VESTUARIO VALE ITAJAI;2781986;b3S;;I;2;BLUMENAU;SC;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECMF DA ATLAS VEICULOS;2784248;b3S;;I;2;BELEM;PA;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECM DOS COLABORADORES DO GRUPO HELIO ALONSO-COOPERHA;2786691;b3S;;I;2;RIO DE JANEIRO;RJ;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECMS UNIVERSIDADE FEDERAL VICOSA LTDA.;2794761;b3S;;I;2;VICOSA;MG;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECM COMERCIANTES CONFECCOES REGIAO SERRA GERAL MINAS LTDA.;2804469;b3S;;I;2;JANAUBA;MG;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECME DA MERCK SHARP E DOHME FARMACEUTICA- COOPERMERCK;2814832;b3S;;I;2;SAO PAULO;SP;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECM DOS FUNCIONARIOS DA EVANIL - COOFE;2825208;b3S;;I;2;NOVA IGUACU;RJ;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECM DOS FUNCIONARIOS DO BANCO DA AMAZONIA;2827982;b3S;;I;2;BELEM;PA;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECM MEDICOS E DEMAIS PROF SAUDE VITORIA DA CONQUISTA LTDA.;2833202;b3S;;I;2;VITORIA DA CONQUISTA;BA;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECM DOS MICROS E PEQ. COMERC. DE CONF. DO NORTE E NORD. SC;2843443;b3S;;I;2;JOINVILLE;SC;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCR COM INTERACAO SOLIDARIA DE DIONISIO CERQUEIRA;2844024;b3S;;I;2;DIONISIO CERQUEIRA;SC;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECMF DA FUNDACAO EDUCACIONAL DE BARRETOS-COOPERFEB;2846074;b3S;;I;2;BARRETOS;SP;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECMT EM CONSELHOS DE FISCALIZ. PROFISSIONAL NO EST. DO RJ;2850075;b3S;;I;2;RIO DE JANEIRO;RJ;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECM DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DE JOACABA;2853045;b3S;;I;2;JOACABA;SC;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECM DOS PROFISSIONAIS DA CONTABILIDADE DE CUIABA;2861211;b3S;;I;2;CUIABA;MT;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECM COMERC.CONF.VESTUARIO REGIAO PONTAL TRIANGULO LTDA;2869221;b3S;;I;2;ITUIUTABA;MG;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECMF DE INST.FINANCEIRAS PUBL.NO ESTADO DO ES-CREDBRASIL-ES;2869663;b3S;;I;2;VITORIA;ES;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
COOPERATIVA DE CREDITO RURAL GANDU LTDA;2876918;b3S;;I;2;GANDU;BA;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECM DOS COM. DE AUTOPECAS E SERV. DE VIT. DA CONQUISTA LTDA;2882258;b3S;;I;2;VITORIA DA CONQUISTA;BA;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECM DO SETOR ODONTOLOGICO-CREDIODONTO;2883398;b3S;;I;2;BLUMENAU;SC;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CAIXA ESTADUAL S.A. AGENCIA DE FOMENTO;2885855;n1;;I;1;PORTO ALEGRE;RS;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
COOPERATIVA DE CREDITO RURAL JUAZEIRO LTDA.;2892637;b3S;;I;2;JUAZEIRO;BA;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECMS DA FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO;2894268;b3S;;I;2;CUIABA;MT;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECMS DO INST. BRAS.DO MEIO AMB. E DOS REC. NATURAIS RENOV.;2895102;b3S;;I;2;BRASILIA;DF;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCMS PUBL FED DA JUSTICA DO TRAB DA 15 REGIAO EM CAMPINAS;2899661;b3S;;I;2;CAMPINAS;SP;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECM DOS PANIFICADORES DE NATAL - CREDIPAN;2902475;b3S;;I;2;NATAL;RN;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCR C/ INTER. SOLID. DE JACUTINGA - CRESOL JACUTINGA;2904125;b3S;;I;2;JACUTINGA;RS;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCR C/ INTERACAO SOLIDARIA DE CENTENARIO - CRESOL CENTENARIO;2904138;b3S;;I;2;AUREA;RS;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECM MEDICOS E PROF SAUDE EXTREMO SUL BA UNICRED EXTR SUL BA;2904362;b3S;;I;2;EUNAPOLIS;BA;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
COOPERATIVA DE CREDITO RURAL PE DE SERRA LTDA;2909173;b3S;;I;2;PE DE SERRA;BA;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECMS DO COLEGIO PEDRO II;2910387;b3S;;I;2;RIO DE JANEIRO;RJ;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECMS DA SECRET. DE JUSTICA E INTERIOR DO ESTADO DO RJ LTDA;2910389;b3S;;I;2;RIO DE JANEIRO;RJ;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CCR COM INTERACAO SOLIDARIA DE ERECHIM - CRESOL ERECHIM;2910987;b3S;;I;2;ERECHIM;RS;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECM DA ALIANCA DOS MEDICOS DE SAO JOSE DO RIO PARDO;2917641;b3S;;I;2;SAO JOSE DO RIO PARDO;SP;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
CECM DOS MEDICOS DE ARACAJU LTDA - UNICRED DE ARACAJU;2923389;b3S;;I;2;ARACAJU;SE;12/2000;NA;NA;0;0;0;0;NA;NA;NA;NA;NI;NA;NI;NA;NA%;NA%;NI%;NA%;0,00%
